"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MNPN","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00452030","DAYTON 1 WSW, WA US","2017-12",,"715","0","12","9","9","5","0","27","16","0","0","4","5","2.0","1.22","53",,"2434","1107",,,"3.80",,"8.0","29.3","34.5","24.1",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-01",,"0","0","15","12","0","0","0","20","5","0","0","21","0","0.0","0.52","64",,"3276","842",,,"2.44",,"0.0","37.8","44.1","31.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-02",,"0","0","10","5","2","1","0","20","5","0","0","13","2","1.5","0.51","57",,"4075","799",,,"1.29",,"2.0","35.4","42.1","28.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-03",,"0","0","14","7","0","0","0","23","0","0","0","24","0","0.0","0.47","69",,"4776","701",,,"2.12",,"0.0","42.4","53.5","31.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-04",,"0","0","15","6","0","0","0","7","0","4","0","28","0","0.0","0.84","86",,"5229","454",,,"2.45",,"0.0","49.4","60.9","37.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-05",,"31","31","7","3",,,"0","0","0","21","0","36",,,"0.52","87",,"5359","130",,,"1.07",,,"61.8","73.7","49.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-06",,"82","51","8","4",,,"0","0","0","23","0","40",,,"0.31","89",,"5465","106",,,"1.04",,,"63.1","75.7","50.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-07",,"327","245","0","0",,,"0","0","0","31","20","44",,,"0.00","101",,"9","9",,,"0.00",,,"72.6","89.8","55.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-08",,"531","204","1","1",,,"0","0","0","29","11","43",,,"0.15","108",,"42","33",,,"0.15",,,"70.5","85.5","55.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-09",,"546","15","0","0",,,"0","0","0","21","0","37",,,"0.00","87",,"233","191",,,"0.00",,,"59.1","73.6","44.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-10",,"546","0","11","6",,,"0","7","0","1","0","28",,,"0.36","74",,"732","499",,,"1.56",,,"48.9","60.6","37.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2018-11",,"546","0","11","6",,,"0","19","2","0","0","19",,,"0.54","62",,"1492","760",,,"1.43",,,"39.7","48.7","30.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-01",,"0","0","11","5","1","0","0","23","6","0","0","20","1","0.5","0.60","53",,,"942",,,"1.74",,"0.6","34.6","41.1","28.1",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-02",,"0","0","19","11","18","7","0","28","15","0","0","8","6","4.0","0.60","54",,,"1085",,,"3.02",,"19.9","26.2","32.7","19.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-03",,"0","0","9","7","16","3","0","22","9","0","0","4","5","2.5","0.17","66",,,"954",,,"1.04",,"4.6","34.2","42.7","25.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-04",,"0","0","18","11","0","0","0","3","0","3","0","29","0","0.0","0.67","76",,,"447",,,"3.53",,"0.0","50.1","60.1","40.1",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-05",,"6","6","10","6",,,"0","0","0","19","0","35",,,"0.80","82",,,"209",,,"2.45",,,"58.4","71.4","45.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-06",,"69","63","4","2",,,"0","0","0","24","1","43",,,"0.24","90",,,"79",,,"0.50",,,"64.5","77.9","51.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-07",,"205","136","2","0",,,"0","0","0","31","6","46",,,"0.04","95",,"14","14",,,"0.06",,,"68.9","83.6","54.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-08",,"401","196","4","1",,,"0","0","0","31","8","47",,,"0.75","99",,"21","7",,,"0.92",,,"71.1","86.2","56.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-09",,"453","52","8","3",,,"0","1","0","18","0","32",,,"0.45","89",,"190","169",,,"1.06",,,"61.1","72.9","49.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-10",,"453","0","8","5",,,"0","10","0","1","0","14",,,"0.61","72",,"829","639",,,"1.24",,,"44.4","55.5","33.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-11",,"453","0","8","4",,,"0","21","1","0","0","16",,,"0.17","60",,"1640","810",,,"0.75",,,"38.0","47.4","28.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2019-12",,"453","0","13","5",,,"0","25","2","0","0","18",,,"0.21","61",,"2578","938",,,"1.01",,,"34.7","41.9","27.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-01",,"0","0","23","11",,,"0","18","1","0","0","13",,,"0.37","60",,"3402","824",,,"2.45",,,"38.4","45.8","31.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-02",,"0","0","10","6",,,"0","19","0","0","0","20",,,"1.40","67",,"4135","733",,,"3.32",,,"39.1","48.5","29.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-03",,"0","0","10","5",,,"0","20","2","0","0","22",,,"0.20","61",,"4876","741",,,"0.95",,,"41.1","51.3","30.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-04",,"0","0","9","2",,,"0","9","0","6","0","24",,,"0.11","74",,"5344","467",,,"0.46",,,"49.4","61.5","37.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-05",,"22","22","13","7",,,"0","0","0","12","1","33",,,"1.29","94",,"5612","268",,,"3.93",,,"57.1","69.1","45.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-06",,"87","64","9","3",,,"0","0","0","20","2","42",,,"0.18","92",,"5744","132",,,"0.66",,,"62.7","74.3","51.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-07",,"264","178","2","0",,,"0","0","0","30","10","42",,,"0.05","104",,"23","23",,,"0.09",,,"70.0","85.7","54.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-08",,"485","221","2","0",,,"0","0","0","31","10","46",,,"0.01","102",,"32","9",,,"0.02",,,"71.8","87.2","56.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-09",,"539","53","3","2",,,"0","0","0","25","3","39",,,"0.23","97",,"122","90",,,"0.37",,,"63.8","78.2","49.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-10",,"540","1","9","4",,,"0","8","1","11","0","19",,,"0.44","83",,"551","429",,,"1.36",,,"51.2","62.9","39.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-11",,"540","0","18","9",,,"0","18","1","0","0","16",,,"1.05","67",,"1286","735",,,"2.82",,,"40.5","50.4","30.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2020-12",,"540","0","15","8",,,"0","24","2","0","0","18",,,"0.40","60",,"2195","909",,,"1.85",,,"34.6","41.6","27.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-01",,"0","0","21","6",,,"0","23","3","0","0","20",,,"0.27","61",,"3046","851",,,"1.54",,,"37.5","44.8","30.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-02",,"0","0","20","9",,,"0","20","6","0","0","5",,,"0.50","60",,"3927","881",,,"2.49",,,"33.5","39.3","27.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-03",,"0","0","10","4",,,"0","19","0","0","0","23",,,"0.14","69",,"4604","676",,,"0.70",,,"43.2","55.0","31.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-04",,"2","2","4","1",,,"0","7","0","7","0","20",,,"0.17","81",,"5047","443",,,"0.23",,,"50.3","63.8","36.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-05",,"7","4","5","1",,,"0","0","0","17","0","35",,,"0.14","86",,"5283","236",,,"0.23",,,"57.5","70.3","44.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-06",,"245","238","3","3",,,"0","0","0","25","12","42",,,"0.47","111",,"5344","61",,,"0.82",,,"70.9","84.8","56.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-07",,"581","336","1","0","0","0","0","0","0","31","21","49","0","0.0","0.01","106",,"0","0",,,"0.01",,"0.0","75.8","91.9","59.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-08",,"803","222","5","1","0","0","0","0","0","31","11","46","0","0.0","0.13","101",,"25","25",,,"0.24",,"0.0","71.4","84.9","57.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-09",,"836","33","4","3","0","0","0","0","0","22","0","38","0","0.0","0.40","89",,"159","134",,,"0.80",,"0.0","61.6","75.0","48.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-10",,"836","0","15","5","0","0","0","6","0","9","0","25","0","0.0","0.72","77",,"615","455",,,"2.00",,"0.0","50.3","61.6","39.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-11",,"836","0","19","7","0","0","0","12","0","0","0","25","0","0.0","0.70","67",,"1261","646",,,"2.94",,"0.0","43.4","51.6","35.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2021-12",,"836","0","21","11",,,"0","22","7","0","0","4",,,"0.52","64",,"2200","938",,,"3.01",,,"34.7","41.3","28.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-01",,"0","0","9","7","7","1","1","30","10","0","0","-7","10","2.0","0.47","63",,"3224","1025",,,"2.04",,"2.0","31.9","39.0","24.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-02",,"0","0","9","3","2","1","0","23","3","0","0","5","1","1.0","0.14","64",,"4048","824",,,"0.64",,"1.0","35.6","45.8","25.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-03",,"0","0","13","8","0","0","0","8","0","0","0","18","0","0.0","0.56","68",,"4664","616",,,"2.10",,"0.0","45.1","54.8","35.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-04",,"0","0","14","11","4","3","0","13","0","1","0","26","2","2.5","0.32","72",,"5298","634",,,"2.54",,"6.1","43.9","53.7","34.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-05",,"0","0","17","10","0","0","0","1","0","4","0","32","0","0.0","1.07","77",,"5699","401",,,"4.58",,"0.0","52.1","61.7","42.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-06",,"32","32","13","8","0","0","0","0","0","22","2","41","0","0.0","0.92","96",,"5815","116",,,"3.78",,"0.0","62.2","73.7","50.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-07",,"293","261","3","3","0","0","0","0","0","31","13","50","0","0.0","0.16","105",,"3","3",,,"0.37",,"0.0","73.3","89.4","57.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-08",,"599","306","2","1","0","0","0","0","0","31","23","48","0","0.0","1.22","101",,"9","6",,,"1.29",,"0.0","74.7","90.8","58.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-09",,"651","52","6","3","0","0","0","0","0","25","3","41","0","0.0","0.33","97",,"93","84",,,"0.68",,"0.0","63.9","78.8","49.1",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-10",,"651","0","6","5","0","0","0","1","0","20","0","32","0","0.0","0.95","81",,"397","304",,,"1.51",,"0.0","55.2","68.0","42.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-11",,"651","0","12","7","0","0","0","26","7","0","0","14","0","0.0","1.20","56",,"1365","968",,,"3.51",,"0.0","32.7","40.3","25.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2022-12",,"651","0","17","9",,,"1","28","14","0","0","-2",,,"0.53","56",,"2531","1166",,,"2.24",,,"27.4","33.4","21.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-01",,"0","0","11","4","2","0","0","23","4","0","0","11","1","0.5","0.20","60",,"3431","900",,,"0.91",,"0.9","36.0","44.5","27.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-02",,"0","0","11","4","6","2","0","21","3","0","0","10","3","2.0","0.38","57",,"4277","846",,,"1.04",,"4.8","34.8","43.2","26.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-03",,"0","0","13","5","0","0","0","24","0","0","0","25","0","0.0","0.40","62",,"5035","758",,,"1.59",,"0.0","40.5","49.9","31.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-04",,"1","1","12","5","0","0","0","10","0","4","0","26","0","0.0","0.46","86",,"5570","535",,,"1.39",,"0.0","47.2","58.0","36.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-05",,"56","55","8","3","0","0","0","0","0","22","2","40","0","0.0","0.25","92",,"5716","146",,,"0.84",,"0.0","62.1","74.7","49.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-06",,"138","82","2","0","0","0","0","0","0","25","3","40","0","0.0","0.05","91",,"5805","89",,,"0.06",,"0.0","64.8","78.8","50.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-07",,"398","260","1","0","0","0","0","0","0","31","15","47","0","0.0","0.05","100",,"1","1",,,"0.05",,"0.0","73.3","89.7","57.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-08",,"608","210","6","2","0","0","0","0","0","30","10","48","0","0.0","0.45","101",,"16","15",,,"0.77",,"0.0","71.3","85.0","57.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-09",,"652","43","8","4","0","0","0","0","0","21","1","42","0","0.0","0.33","90",,"150","135",,,"0.91",,"0.0","62.0","74.3","49.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-10",,"652","0","6","3","0","0","0","4","0","11","0","20","0","0.0","0.69","81",,"578","427",,,"1.81",,"0.0","51.2","62.3","40.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-11",,"652","0","15","7","0","0","0","16","3","0","0","17","0","0.0","0.90","65",,"1366","788",,,"2.38",,"0.0","38.7","45.9","31.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2023-12",,"652","0","17","8","0","0","0","22","3","0","0","21","0","0.0","0.70","64",,"2229","863",,,"2.31",,"0.0","37.1","43.3","31.0",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-01",,"0","0","21","8","13","3","5","22","9","0","0","-12","3","3.0","0.30","63",,"3337","1107",,,"2.02",,"8.0","29.3","36.2","22.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-02",,"0","0","19","3","0","0","0","20","1","0","0","21","0","0.0","0.32","60",,"4085","749",,,"1.21",,"0.0","39.2","47.2","31.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-03",,"0","0","15","4","0","0","0","15","0","2","0","25","0","0.0","0.32","73",,"4741","655",,,"1.18",,"0.0","43.9","54.6","33.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-04",,"0","0","7","2","0","0","0","4","0","5","0","29","0","0.0","0.33","74",,"5220","479",,,"0.69",,"0.0","49.0","60.2","37.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-05",,"6","6","9","4","0","0","0","0","0","11","0","33","0","0.0","0.37","81",,"5533","313",,,"1.13",,"0.0","55.1","66.0","44.2",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-06",,"72","66","4","1","0","0","0","0","0","23","3","41","0","0.0","0.80","92",,"5630","97",,,"0.86",,"0.0","64.0","77.0","50.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-07",,"383","311","1","0","0","0","0","0","0","31","19","45","0","0.0","0.01","103",,"6","6",,,"0.01",,"0.0","74.9","90.9","58.8",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-08",,"570","186","4","0","0","0","0","0","0","30","9","39","0","0.0","0.06","101",,"38","32",,,"0.12",,"0.0","70.0","85.0","54.9",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-09",,"682","112","4","1","0","0","0","0","0","24","9","33","0","0.0","0.50","97",,"125","88",,,"0.59",,"0.0","65.8","80.0","51.7",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-10",,"682","0","8","4","0","0","0","8","0","10","0","29","0","0.0","0.32","80",,"560","435",,,"1.12",,"0.0","51.0","64.3","37.6",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-11",,"682","0","17","6","0","0","0","11","0","0","0","25","0","0.0","0.74","64",,"1255","695",,,"2.13",,"0.0","41.8","49.4","34.3",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2024-12",,"682","0","17","14","1","1","0","23","9","0","0","21","1","1.0","0.45","56",,"2151","896",,,"2.94",,"1.0","36.1","41.7","30.5",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2025-01",,"0","0","9","4","1","0","0","29","1","0","0","14","1","0.5","0.45","48",,"3191","1040",,,"1.28",,"0.5","31.4","39.5","23.4",,,,,,,,
"USC00452030","DAYTON 1 WSW, WA US","2025-02",,"0","0","18","8","16","3","2","24","8","0","0","0","4","3.0","0.80","64",,"4128","937",,,"3.47",,"6.9","31.5","39.3","23.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-01",,"0","0","8","3","0","0","0","10","1","0","0","25","0","0.0","0.21","61",,"2439","718",,,"0.64",,"0.0","41.8","48.6","35.1",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-02",,"0","0","8","3","0","0","0","9","0","0","0","27","0","0.0","0.19","65",,"2966","526",,,"0.63",,"0.0","44.1","52.5","35.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-03",,"0","0","5","0","0","0","0","5","0","1","0","30","0","0.0","0.08","73",,"3514","548",,,"0.17",,"0.0","46.9","57.5","36.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-04",,"0","0","3","1","0","0","0","1","0","7","0","31","0","0.0","0.11","80",,"3896","382",,,"0.21",,"0.0","52.3","64.8","39.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-05",,"33","33","5","2","0","0","0","0","0","16","2","37","0","0.0","0.22","93",,"4114","218",,,"0.49",,"0.0","59.0","71.4","46.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-06",,"177","144","4","0","0","0","0","0","0","27","5","46","0","0.0","0.08","101",,"4157","42",,,"0.17",,"0.0","68.4","80.6","56.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-07",,"441","264","2","1","0","0","0","0","0","31","13","50","0","0.0","0.21","101",,"5","5",,,"0.28",,"0.0","73.4","87.4","59.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-08",,"797","356","4","1","0","0","0","0","0","30","19","53","0","0.0","0.15","101",,"11","6",,,"0.29",,"0.0","77.0","90.4","63.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-09",,"861","63","0","0","0","0","0","0","0","27","3","37","0","0.0","0.00","91",,"77","66",,,"0.00",,"0.0","64.8","80.3","49.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-10",,"861","0","5","2","0","0","0","2","0","9","0","31","0","0.0","0.41","82",,"417","340",,,"0.60",,"0.0","53.3","65.8","40.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-11",,"861","0","9","1","0","0","0","1","0","2","0","32","0","0.0","0.20","79",,"909","492",,,"0.42",,"0.0","47.8","56.0","39.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","1999-12",,"861","0","5","0","0","0","0","9","1","0","0","29","0","0.0","0.06","61",,"1587","677",,,"0.17",,"0.0","41.5","46.9","36.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-01",,"0","0","14","6","0","0","0","20","3","0","0","21","0","0.0","0.22","54",,"2463","876",,,"1.38",,"0.0","36.8","42.8","30.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-02",,"0","0","15","5","0","0","0","15","0","0","0","25","0","0.0","0.42","59",,"3150","688",,,"1.61",,"0.0","40.3","48.1","32.5",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-03",,"0","0","15","4","0","0","0","3","0","0","0","29","0","0.0","0.22","64",,"3711","560",,,"1.04",,"0.0","46.4","57.1","35.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-04",,"0","0","3","0","0","0","0","0","0","15","0","34","0","0.0","0.01","82",,"3957","246",,,"0.04",,"0.0","56.6","69.6","43.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-05",,"41","41","5","1","0","0","0","0","0","22","1","39","0","0.0","0.72","90",,"4067","111",,,"0.86",,"0.0","62.7","74.4","51.0",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-06",,"205","164","5","2","0","0","0","0","0","28","7","45","0","0.0","0.28","98",,"4096","29",,,"0.60",,"0.0","69.5","82.7","56.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-07",,"519","314","1","0","0","0","0","0","0","31","16","53","0","0.0","0.02","100",,"2","2",,,"0.02",,"0.0","75.1","88.9","61.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-08",,"828","309","0","0","0","0","0","0","0","31","14","53","0","0.0","0.00","104",,"2","0",,,"0.00",,"0.0","75.0","89.5","60.4",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-09",,"901","73","7","3","0","0","0","0","0","24","2","37","0","0.0","0.25","91",,"94","92",,,"0.67",,"0.0","64.2","76.1","52.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-10",,"902","1","5","4","0","0","0","0","0","6","0","33","0","0.0","0.35","77",,"463","369",,,"1.07",,"0.0","53.1","63.6","42.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-11",,"902","0","6","4","0","0","0","19","2","0","0","21","0","0.0","0.38","61",,"1311","848",,,"1.12",,"0.0","36.7","43.3","30.1",,,,,,,,
"USC00454154","KENNEWICK, WA US","2000-12",,"902","0","6","3","0","0","0","21","4","0","0","18","0","0.0","0.21","49",,"2303","992",,,"0.53",,"0.0","33.0","37.2","28.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-01",,"0","0","11","3","0","0","0","22","1","0","0","26","0","0.0","0.30","58",,"3241","938",,,"0.70",,"0.0","34.8","38.6","30.9",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-02",,"0","0","5","2","0","0","0","20","1","0","0","22","0","0.0","0.12","57",,"3995","754",,,"0.30",,"0.0","38.1","45.6","30.5",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-03",,"0","0","12","5","0","0","0","8","0","2","0","23","0","0.0","0.32","71",,"4531","536",,,"1.09",,"0.0","47.7","59.5","35.9",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-04",,"4","4","11","3","0","0","0","0","0","6","0","33","0","0.0","0.26","84",,"4901","370",,,"0.92",,"0.0","52.3","62.8","41.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-05",,"79","76","3","1","0","0","0","0","0","23","5","39","0","0.0","0.18","100",,"5029","127",,,"0.24",,"0.0","63.3","77.4","49.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-07",,,"322","2","0","0","0","0","0","0","31","17","56","0","0.0","0.05","102",,"0","0",,,"0.06",,"0.0","75.8","89.0","62.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-08",,,"375","2","1","0","0","0","0","0","31","21","52","0","0.0","0.19","102",,"0","0",,,"0.28",,"0.0","77.1","91.6","62.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-09",,,"150","0","0","0","0","0","0","0","29","6","44","0","0.0","0.00","92",,"27","27",,,"0.00",,"0.0","69.1","83.4","54.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-10",,,"0","6","3","0","0","0","0","0","7","0","37","0","0.0","0.19","81",,"341","314",,,"0.51",,"0.0","54.4","65.4","43.4",,,,,,,,
"USC00454154","KENNEWICK, WA US","2001-12",,,"0","8","1","0","0","0","10","2","0","0","23","0","0.0","0.16","60",,,"788",,,"0.52",,"0.0","38.7","44.3","33.1",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-01",,"0","0","4","1","0","0","0","12","0","0","0","22","0","0.0","0.10","67",,,"797",,,"0.24",,"0.0","39.3","46.5","32.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-02",,"0","0","5","2","0","0","0","22","0","0","0","22","0","0.0","0.36","66",,,"675",,,"0.78",,"0.0","40.0","50.9","29.1",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-03",,"0","0","3","1","0","0","0","13","0","0","0","23","0","0.0","0.15","65",,,"658",,,"0.22",,"0.0","43.8","53.0","34.5",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-04",,"0","0","4","1","0","0","0","0","0","10","0","33","0","0.0","0.14","75",,,"320",,,"0.26",,"0.0","54.3","66.4","42.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-05",,"24","24","3","1","0","0","0","0","0","21","0","35","0","0.0","0.14","84",,,"169",,,"0.22",,"0.0","60.3","72.5","48.1",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-06",,"232","208","8","3","0","0","0","0","0","27","9","45","0","0.0","0.28","102",,,"24",,,"0.88",,"0.0","71.1","84.5","57.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-07",,"646","414","3","1","0","0","0","0","0","31","23","52","0","0.0","0.35","106",,"0","0",,,"0.40",,"0.0","78.3","93.2","63.5",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-08",,"910","264","1","1","0","0","0","0","0","31","13","53","0","0.0","0.22","100",,"2","2",,,"0.22",,"0.0","73.5","87.6","59.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-09",,"1005","95","0","0","0","0","0","0","0","30","4","42","0","0.0","0.00","92",,"56","54",,,"0.00",,"0.0","66.4","80.8","51.9",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-10",,"1005","0","2","0","0","0","0","6","0","8","0","18","0","0.0","0.05","78",,"481","426",,,"0.07",,"0.0","51.3","64.3","38.2",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-11",,"1005","0","5","1","0","0","0","13","2","0","0","17","0","0.0","0.15","63",,"1129","647",,,"0.30",,"0.0","42.8","50.8","34.8",,,,,,,,
"USC00454154","KENNEWICK, WA US","2002-12",,"1005","0","17","5","0","0","0","10","0","0","0","29","0","0.0","0.59","66",,"1867","738",,,"1.62",,"0.0","40.4","45.4","35.3",,,,,,,,
"USC00454154","KENNEWICK, WA US","2003-01",,"0","0","17","7","0","0","0","3","0","0","0","29","0","0.0","0.33","69",,"2597","729",,,"1.78",,"0.0","40.8","45.9","35.7",,,,,,,,
"USC00454154","KENNEWICK, WA US","2003-02",,"0","0","6","4","0","0","0","14","0","0","0","18","0","0.0","0.37","62",,"3264","667",,,"0.94",,"0.0","41.2","50.8","31.6",,,,,,,,
"USC00454154","KENNEWICK, WA US","2003-03",,"1","1","5","1","0","0","0","1","0","5","0","32","0","0.0","0.12","80",,"3688","423",,,"0.30",,"0.0","51.4","61.4","41.4",,,,,,,,
